"id","ident","type","name","continent","iso_country","iso_region","municipality","iata_code"
"5247","OPBW","medium_airport","Bahawalpur Airport","AS","PK","PK-PB","Bahawalpur","BHV"
"5248","OPCH","medium_airport","Chitral Airport","AS","PK","PK-KP","Chitral","CJL"
"30878","OPDB","small_airport","Dalbandin Airport","AS","PK","PK-BA","Dalbandin","DBA"
"5249","OPDG","medium_airport","Dera Ghazi Khan Airport","AS","PK","PK-PB","Dera Ghazi Khan","DEA"
"5250","OPDI","medium_airport","Dera Ismael Khan Airport","AS","PK","PK-KP","Dera Ismael Khan","DSK"
"5251","OPFA","medium_airport","Faisalabad International Airport","AS","PK","PK-PB","Faisalabad","LYP"
"5252","OPGD","medium_airport","Gwadar International Airport","AS","PK","PK-BA","Gwadar","GWD"
"5253","OPGT","medium_airport","Gilgit Airport","AS","PK","PK-GB","Gilgit","GIL"
"333692","OPIS","large_airport","Islamabad International Airport","AS","PK","PK-PB","Islamabad","ISB"
"31704","OPJI","small_airport","Jiwani Airport","AS","PK","PK-BA","Jiwani","JIW"
"5255","OPKC","large_airport","Jinnah International Airport","AS","PK","PK-SD","Karachi","KHI"
"31575","OPKD","small_airport","Hyderabad Airport","AS","PK","PK-SD","Hyderabad","HDD"
"31735","OPKH","small_airport","Khuzdar Airport","AS","PK","PK-BA","Khuzdar","KDD"
"5257","OPLA","large_airport","Allama Iqbal International Airport","AS","PK","PK-PB","Lahore","LHE"
"5260","OPMF","medium_airport","Muzaffarabad Airport","AS","PK","PK-JK","Muzaffarabad","MFG"
"5262","OPMJ","medium_airport","Moenjodaro Airport","AS","PK","PK-SD","Moenjodaro","MJD"
"5264","OPMT","medium_airport","Multan International Airport","AS","PK","PK-PB","Multan","MUX"
"5265","OPNH","medium_airport","Shaheed Benazirabad Airport","AS","PK","PK-SD","Nawabashah","WNS"
"32129","OPOR","small_airport","Ormara Airport","AS","PK","PK-BA","Ormara Raik","ORW"
"32145","OPPC","small_airport","Parachinar Airport","AS","PK","PK-KP","Parachinar","PAJ"
"5268","OPPG","medium_airport","Panjgur Airport","AS","PK","PK-BA","Panjgur","PJG"
"5269","OPPI","medium_airport","Pasni Airport","AS","PK","PK-BA","Pasni","PSI"
"5270","OPPS","medium_airport","Peshawar International Airport","AS","PK","PK-KP","Peshawar","PEW"
"5272","OPQT","medium_airport","Quetta International Airport","AS","PK","PK-BA","Quetta","UET"
"5273","OPRK","medium_airport","Shaikh Zaid Airport","AS","PK","PK-PB","Rahim Yar Khan","RYK"
"5276","OPRT","medium_airport","Rawalakot Airport","AS","PK","PK-JK","Rawalakot","RAZ"
"5277","OPSD","medium_airport","Skardu Airport","AS","PK","PK-GB","Skardu","KDU"
"5279","OPSK","medium_airport","Sukkur Airport","AS","PK","PK-SD","Mirpur Khas","SKZ"
"30590","OPSN","medium_airport","Sehwan Sharif Airport","AS","PK","PK-SD","Sehwan Sharif","SYW"
"5280","OPSS","medium_airport","Saidu Sharif Airport","AS","PK","PK-KP","Saidu Sharif","SDT"
"41624","OPST","medium_airport","Sialkot International Airport","AS","PK","PK-PB","Sialkot","SKT"
"41633","OPSW","small_airport","Sawan Airport","AS","PK","PK-SD","Sawan Gas Field","RZS"
"5283","OPTU","medium_airport","Turbat International Airport","AS","PK","PK-BA","Turbat","TUK"
"5285","OPZB","medium_airport","Zhob Airport","AS","PK","PK-BA","Fort Sandeman","PZH"
"5289","ORBI","large_airport","Baghdad International Airport / New Al Muthana Air Base","AS","IQ","IQ-BG","Baghdad","BGW"
"5292","ORER","medium_airport","Erbil International Airport","AS","IQ","IQ-AR","Arbil","EBL"
"23950","ORI","small_airport","Port Lions Airport","NA","US","US-AK","Port Lions","ORI"
"5294","ORMM","medium_airport","Basra International Airport","AS","IQ","IQ-BA","Basra","BSR"
"311028","ORNI","medium_airport","Al Najaf International Airport","AS","IQ","IQ-NA","Najaf","NJF"
"5297","ORSU","medium_airport","Sulaymaniyah International Airport","AS","IQ","IQ-SW","Sulaymaniyah","ISU"
"5302","OSAP","medium_airport","Aleppo International Airport","AS","SY","SY-HL","Aleppo","ALP"
"5303","OSDI","large_airport","Damascus International Airport","AS","SY","SY-DI","Damascus","DAM"
"5305","OSKL","medium_airport","Qamishli Airport","AS","SY","SY-HA","Qamishly","KAC"
"5306","OSLK","medium_airport","Bassel Al-Assad International Airport","AS","SY","SY-LA","Latakia","LTK"
"44686","OTHH","large_airport","Hamad International Airport","AS","QA","QA-DA","Doha","DOH"
"5311","OYAA","medium_airport","Aden International Airport","AS","YE","YE-AD","Aden","ADE"
"5315","OYGD","medium_airport","Al Ghaydah International Airport","AS","YE","YE-MR","Al Ghaydah","AAY"
"5316","OYHD","medium_airport","Hodeidah International Airport","AS","YE","YE-HU","Hodeida","HOD"
"5317","OYRN","medium_airport","Riyan Mukalla International Airport","AS","YE","YE-HD","Riyan","RIY"
"5318","OYSN","medium_airport","Sana'a International Airport","AS","YE","YE-SN","Sana'a","SAH"
"5319","OYSQ","medium_airport","Socotra International Airport","AS","YE","YE-HD","Socotra Islands","SCT"
"5320","OYSY","medium_airport","Seiyun Hadhramaut International Airport","AS","YE","YE-HD","Seiyun","GXF"
"5321","OYTZ","medium_airport","Ta'izz International Airport","AS","YE","YE-TA","Ta'izz","TAI"
"429847","OZG","medium_airport","Zagora Airport","AF","MA","MA-U-A","Zagora","OZG"
"42194","PA-0011","small_airport","Mulatupo Airport","NA","PA","PA-KY","Mulatupo","MPP"
"42196","PA-0013","small_airport","Playón Chico Airport","NA","PA","PA-KY","Playón Chico","PYC"
"35194","PA-BFQ","small_airport","Bahia Piña Airport","NA","PA","PA-5","Bahia Piña","BFQ"
"35196","PA-ELE","small_airport","EL Real Airport","NA","PA","PA-5","El Real de Santa María","ELE"
"35195","PA-OTD","small_airport","Raul Arias Espinoza Airport","NA","PA","PA-8","Contadora Island","OTD"
"35197","PA-SAX","small_airport","Sambú Airport","NA","PA","PA-5","Boca de Sábalo","SAX"
"5338","PABE","medium_airport","Bethel Airport","NA","US","US-AK","Bethel","BET"
"5342","PABR","medium_airport","Wiley Post Will Rogers Memorial Airport","NA","US","US-AK","Utqiaġvik","BRW"
"5348","PACV","medium_airport","Merle K (Mudhole) Smith Airport","NA","US","US-AK","Cordova","CDV"
"17058","PACY","small_airport","Yakataga Airport","NA","US","US-AK","Yakataga","CYT"
"16092","PADK","medium_airport","Adak Airport","NA","US","US-AK","Adak","ADK"
"5351","PADL","medium_airport","Dillingham Airport","NA","US","US-AK","Dillingham","DLG"
"5352","PADM","medium_airport","Marshall Don Hunter Sr Airport","NA","US","US-AK","Marshall","MLL"
"5353","PADQ","medium_airport","Kodiak Airport","NA","US","US-AK","Kodiak","ADQ"
"5354","PADU","medium_airport","Tom Madsen (Dutch Harbor) Airport","NA","US","US-AK","Unalaska","DUT"
"5358","PAEM","medium_airport","Emmonak Airport","NA","US","US-AK","Emmonak","EMK"
"5360","PAFA","large_airport","Fairbanks International Airport","NA","US","US-AK","Fairbanks","FAI"
"5366","PAGH","small_airport","Shungnak Airport","NA","US","US-AK","Shungnak","SHG"
"5369","PAGS","medium_airport","Gustavus Airport","NA","US","US-AK","Gustavus","GST"
"24574","PAGY","small_airport","Skagway Airport","NA","US","US-AK","Skagway","SGY"
"17619","PAHC","medium_airport","Holy Cross Airport","NA","US","US-AK","Holy Cross","HCR"
"5372","PAHN","medium_airport","Haines Airport","NA","US","US-AK","Haines","HNS"
"17656","PAHU","small_airport","Hughes Airport","NA","US","US-AK","Hughes","HUS"
"5375","PAII","medium_airport","Egegik Airport","NA","US","US-AK","Egegik","EGX"
"18251","PAIW","small_airport","Wales Airport","NA","US","US-AK","Wales","WAA"
"5379","PAJN","medium_airport","Juneau International Airport","NA","US","US-AK","Juneau","JNU"
"18300","PAJZ","small_airport","Koliganek Airport","NA","US","US-AK","Koliganek","KGK"
"5380","PAKN","medium_airport","King Salmon Airport","NA","US","US-AK","King Salmon","AKN"
"5382","PAKT","medium_airport","Ketchikan International Airport","NA","US","US-AK","Ketchikan","KTN"
"20333","PALG","small_airport","Kalskag Airport","NA","US","US-AK","Kalskag","KLG"
"21844","PAMC","medium_airport","McGrath Airport","NA","US","US-AK","McGrath","MCG"
"24578","PAMK","small_airport","St Michael Airport","NA","US","US-AK","St Michael","SMK"
"22305","PAMO","small_airport","Mountain Village Airport","NA","US","US-AK","Mountain Village","MOU"
"5388","PANC","large_airport","Ted Stevens Anchorage International Airport","NA","US","US-AK","Anchorage","ANC"
"16291","PANI","medium_airport","Aniak Airport","NA","US","US-AK","Aniak","ANI"
"5391","PANT","medium_airport","Annette Island Airport","NA","US","US-AK","Metlakatla","ANN"
"5392","PANV","medium_airport","Anvik Airport","NA","US","US-AK","Anvik","ANV"
"17654","PAOH","small_airport","Hoonah Airport","NA","US","US-AK","Hoonah","HNH"
"5393","PAOM","medium_airport","Nome Airport","NA","US","US-AK","Nome","OME"
"5395","PAOT","medium_airport","Ralph Wien Memorial Airport","NA","US","US-AK","Kotzebue","OTZ"
"5396","PAPB","medium_airport","St George Airport","NA","US","US-AK","St George","STG"
"5398","PAPG","medium_airport","Petersburg James A Johnson Airport","NA","US","US-AK","Petersburg","PSG"
"16293","PAQH","small_airport","Quinhagak Airport","NA","US","US-AK","Quinhagak","KWN"
"5402","PARC","medium_airport","Arctic Village Airport","NA","US","US-AK","Arctic Village","ARC"
"5405","PASC","medium_airport","Deadhorse Airport","NA","US","US-AK","Deadhorse","SCC"
"5408","PASI","medium_airport","Sitka Rocky Gutierrez Airport","NA","US","US-AK","Sitka","SIT"
"5384","PASK","small_airport","Selawik Airport","NA","US","US-AK","Selawik","WLK"
"5410","PASN","medium_airport","St Paul Island Airport","NA","US","US-AK","St Paul Island","SNP"
"24908","PATE","small_airport","Teller Airport","NA","US","US-AK","Teller","TLA"
"308030","PAUT","small_airport","Akutan Airport","NA","US","US-AK","Akutan","KQA"
"25432","PAVA","small_airport","Chevak Airport","NA","US","US-AK","Chevak","VAK"
"5421","PAWG","medium_airport","Wrangell Airport","NA","US","US-AK","Wrangell","WRG"
"26343","PAYA","medium_airport","Yakutat Airport","NA","US","US-AK","Yakutat","YAK"
"17087","PFNO","small_airport","Robert (Bob) Curtis Memorial Airport","NA","US","US-AK","Noorvik","ORV"
"13322","PFTO","small_airport","Tok Junction Airport","NA","US","US-AK","Tok","TKJ"
"30657","PG-ATP","small_airport","Tadji Airport","OC","PG","PG-SAN","Aitape","TAJ"
"42763","PG-AWB","small_airport","Awaba Airport","OC","PG","PG-WPD","Awaba","AWB"
"31542","PG-GMI","small_airport","Gasmata Island Airport","OC","PG","PG-WBK","Gasmata Island","GMI"
"35181","PG-IHU","small_airport","Ihu Airport","OC","PG","PG-GPK","Ihu","IHU"
"31693","PG-JAQ","small_airport","Jacquinot Bay Airport","OC","PG","PG-EBR","Jacquinot Bay","JAQ"
"35183","PG-KDR","small_airport","Kandrian Airport","OC","PG","PG-WBK","Kandrian","KDR"
"35186","PG-KKD","small_airport","Kokoda Airport","OC","PG","PG-NPP","Kokoda","KKD"
"35182","PG-KUY","small_airport","Kamusi Airport","OC","PG","PG-WPD","Kamusi","KUY"
"35187","PG-LMY","small_airport","Lake Murray Airport","OC","PG","PG-WPD","Lake Murray","LMY"
"35190","PG-OBX","small_airport","Obo Airport","OC","PG","PG-WPD","Obo","OBX"
"35180","PG-OPU","medium_airport","Balimo Airport","OC","PG","PG-WPD","Balimo","OPU"
"35191","PG-SKC","small_airport","Suki Airport","OC","PG","PG-WPD","Suki","SKC"
"35192","PG-TFI","small_airport","Tufi Airport","OC","PG","PG-NPP","Tufi","TFI"
"35189","PG-UKU","small_airport","Nuku Airport","OC","PG","PG-SAN","Nuku","UKU"
"35179","PG-VMU","medium_airport","Baimuru Airport","OC","PG","PG-GPK","Baimuru","VMU"
"35193","PG-WPM","small_airport","Wipim Airport","OC","PG","PG-WPD","Wipim","WPM"
"5430","PGRO","medium_airport","Rota International Airport","OC","MP","MP-U-A","Rota Island","ROP"
"5431","PGSN","medium_airport","Saipan International Airport","OC","MP","MP-U-A","I Fadang, Saipan","SPN"
"5433","PGUM","large_airport","Antonio B. Won Pat International Airport","OC","GU","GU-U-A","Hagåtña","GUM"
"308633","PH-0001","medium_airport","Laguindingan International Airport","AS","PH","PH-MSR","Cagayan de Oro","CGY"
"325947","PH-0073","medium_airport","Cagayan North International Airport","AS","PH","PH-CAG","Lal-lo","LLC"
"31007","PH-ENI","small_airport","El Nido Airport","AS","PH","PH-PLW","El Nido","ENI"
"5444","PHHN","medium_airport","Hana Airport","OC","US","US-HI","Hana","HNM"
"5446","PHJH","medium_airport","Kapalua Airport","OC","US","US-HI","Lahaina","JHM"
"5448","PHKO","medium_airport","Ellison Onizuka Kona International Airport at Keahole","OC","US","US-HI","Kailua-Kona","KOA"
"5449","PHLI","medium_airport","Lihue Airport","OC","US","US-HI","Lihue","LIH"
"21732","PHLU","small_airport","Kalaupapa Airport","OC","US","US-HI","Kalaupapa","LUP"
"5450","PHMK","medium_airport","Molokai Airport","OC","US","US-HI","Kaunakakai","MKK"
"5451","PHMU","medium_airport","Waimea Kohala Airport","OC","US","US-HI","Waimea (Kamuela)","MUE"
"5453","PHNL","large_airport","Daniel K Inouye International Airport","OC","US","US-HI","Honolulu","HNL"
"5454","PHNY","medium_airport","Lanai Airport","OC","US","US-HI","Lanai City","LNY"
"5455","PHOG","medium_airport","Kahului Airport","OC","US","US-HI","Kahului","OGG"
"5457","PHTO","medium_airport","Hilo International Airport","OC","US","US-HI","Hilo","ITO"
"5487","PKMA","small_airport","Eniwetok Airport","OC","MH","MH-ENI","Eniwetok Atoll","ENT"
"5488","PKMJ","medium_airport","Marshall Islands International Airport","OC","MH","MH-MAJ","Majuro Atoll","MAJ"
"43226","PKSA","medium_airport","Kaieteur International Airport","SA","GY","GY-PT","Kaieteur Falls","KAI"
"5490","PKWA","medium_airport","Bucholz Army Air Field","OC","MH","MH-KWA","Kwajalein","KWA"
"5493","PLCH","medium_airport","Cassidy International Airport","OC","KI","KI-L","Banana","CXI"
"5499","PTKK","medium_airport","Chuuk International Airport","OC","FM","FM-TRK","Weno Island","TKK"
"5500","PTPN","medium_airport","Pohnpei International Airport","OC","FM","FM-PNI","Pohnpei Island","PNI"
"5501","PTRO","medium_airport","Babelthuap Airport","OC","PW","PW-004","Babelthuap Island","ROR"
"5502","PTSA","medium_airport","Kosrae International Airport","OC","FM","FM-KSA","Okat","KSA"
"5503","PTYA","medium_airport","Yap International Airport","OC","FM","FM-YAP","Yap Island","YAP"
"5506","PWAK","medium_airport","Wake Island Airfield","OC","UM","UM-79","Wake Island","AWK"
"4659","Q51","small_airport","Kili Airport","OC","MH","MH-KIL","Kili Island","KIO"
"299106","qfx","heliport","Igaliku Heliport","NA","GL","GL-U-A","Igaliku","QFX"
"5510","RCBS","medium_airport","Kinmen Airport","AS","TW","TW-X-KM","Shang-I","KNH"
"5513","RCFG","medium_airport","Matsu Nangan Airport","AS","TW","TW-X-LK","Matsu (Nangan)","LZN"
"5514","RCFN","medium_airport","Taitung Airport","AS","TW","TW-TTT","Taitung City","TTT"
"5516","RCKH","large_airport","Kaohsiung International Airport","AS","TW","TW-KHH","Kaohsiung (Xiaogang)","KHH"
"5517","RCKU","medium_airport","Chiayi Airport","AS","TW","TW-CYQ","Chiayi City","CYI"
"5518","RCKW","medium_airport","Hengchun Airport","AS","TW","TW-PIF","Hengchung","HCN"
"5519","RCLY","medium_airport","Lanyu Airport","AS","TW","TW-TTT","Orchid Island","KYD"
"5520","RCMQ","medium_airport","Taichung International Airport / Ching Chuang Kang Air Base","AS","TW","TW-TXG","Taichung (Qingshui)","RMQ"
"5521","RCMT","medium_airport","Matsu Beigan Airport","AS","TW","TW-X-LK","Matsu (Beigan)","MFK"
"5522","RCNN","medium_airport","Tainan International Airport / Tainan Air Base","AS","TW","TW-TNN","Tainan (Rende)","TNN"
"5524","RCQC","medium_airport","Penghu Magong Airport","AS","TW","TW-PEN","Huxi","MZG"
"5526","RCSQ","medium_airport","Pingtung North Airport","AS","TW","TW-PIF","Pingtung","PIF"
"5527","RCSS","medium_airport","Taipei Songshan Airport","AS","TW","TW-TPE","Taipei City","TSA"
"5528","RCTP","large_airport","Taiwan Taoyuan International Airport","AS","TW","TW-TAO","Taoyuan (Dayuan)","TPE"
"5530","RCYU","medium_airport","Hualien Airport","AS","TW","TW-HUA","Hualien City","HUN"
"314557","RHT","small_airport","Alxa Right Banner Badanjilin Airport","AS","CN","CN-15","Badanjilin","RHT"
"5531","RJAA","large_airport","Narita International Airport","AS","JP","JP-12","Narita","NRT"
"5532","RJAF","medium_airport","Shinshu-Matsumoto Airport","AS","JP","JP-20","Matsumoto","MMJ"
"5533","RJAH","medium_airport","Ibaraki Airport / JASDF Hyakuri Air Base","AS","JP","JP-08","Omitama","IBR"
"5536","RJBB","large_airport","Kansai International Airport","AS","JP","JP-27","Osaka","KIX"
"5537","RJBD","medium_airport","Nanki Shirahama Airport","AS","JP","JP-30","Shirahama","SHM"
"5538","RJBE","medium_airport","Kobe Airport","AS","JP","JP-28","Kobe","UKB"
"5543","RJCB","medium_airport","Tokachi-Obihiro Airport","AS","JP","JP-01","Obihiro","OBO"
"5544","RJCC","large_airport","New Chitose Airport","AS","JP","JP-01","Sapporo","CTS"
"5545","RJCH","medium_airport","Hakodate Airport","AS","JP","JP-01","Hakodate","HKD"
"5547","RJCK","medium_airport","Kushiro Airport","AS","JP","JP-01","Kushiro","KUH"
"5548","RJCM","medium_airport","Memanbetsu Airport","AS","JP","JP-01","Ōzora","MMB"
"5549","RJCN","medium_airport","Nakashibetsu Airport","AS","JP","JP-01","Nakashibetsu","SHB"
"5550","RJCO","medium_airport","Sapporo Okadama Airport","AS","JP","JP-01","Sapporo","OKD"
"5552","RJCW","medium_airport","Wakkanai Airport","AS","JP","JP-01","Wakkanai","WKJ"
"5553","RJDA","small_airport","Amakusa Airport","AS","JP","JP-43","Amakusa","AXJ"
"5554","RJDB","medium_airport","Iki Airport","AS","JP","JP-42","Iki","IKI"
"5555","RJDC","medium_airport","Yamaguchi Ube Airport","AS","JP","JP-35","Ube","UBJ"
"5556","RJDT","medium_airport","Tsushima Airport","AS","JP","JP-42","Tsushima","TSJ"
"5557","RJEB","medium_airport","Monbetsu Airport","AS","JP","JP-01","Monbetsu","MBE"
"5558","RJEC","medium_airport","Asahikawa Airport","AS","JP","JP-01","Asahikawa","AKJ"
"5559","RJEO","medium_airport","Okushiri Airport","AS","JP","JP-01","Okushiri Island","OIR"
"5560","RJER","medium_airport","Rishiri Airport","AS","JP","JP-01","Rishiri","RIS"
"5563","RJFE","medium_airport","Fukue Airport","AS","JP","JP-42","Goto","FUJ"
"5564","RJFF","large_airport","Fukuoka Airport","AS","JP","JP-40","Fukuoka","FUK"
"5565","RJFG","medium_airport","New Tanegashima Airport","AS","JP","JP-46","Tanegashima","TNE"
"5566","RJFK","large_airport","Kagoshima Airport","AS","JP","JP-46","Kagoshima","KOJ"
"5567","RJFM","medium_airport","Miyazaki Airport","AS","JP","JP-45","Miyazaki","KMI"
"5569","RJFO","medium_airport","Oita Airport","AS","JP","JP-44","Oita","OIT"
"5570","RJFR","medium_airport","Kitakyushu Airport","AS","JP","JP-40","Kitakyushu","KKJ"
"5571","RJFS","medium_airport","Saga Airport","AS","JP","JP-41","Saga","HSG"
"5572","RJFT","medium_airport","Kumamoto Airport","AS","JP","JP-43","Kumamoto","KMJ"
"5573","RJFU","medium_airport","Nagasaki Airport","AS","JP","JP-42","Nagasaki","NGS"
"5576","RJGG","large_airport","Chubu Centrair International Airport","AS","JP","JP-23","Tokoname","NGO"
"5577","RJKA","medium_airport","Amami Airport","AS","JP","JP-46","Amami","ASJ"
"5578","RJKB","medium_airport","Okinoerabu Airport","AS","JP","JP-46","Wadomari","OKE"
"5579","RJKI","medium_airport","Kikai Airport","AS","JP","JP-46","Kikai","KKX"
"5580","RJKN","medium_airport","Tokunoshima Airport","AS","JP","JP-46","Amagi","TKN"
"5581","RJNA","medium_airport","Nagoya Airport / JASDF Komaki Air Base","AS","JP","JP-23","Nagoya","NKM"
"5585","RJNK","medium_airport","Komatsu Airport / JASDF Komatsu Air Base","AS","JP","JP-17","Kanazawa","KMQ"
"5586","RJNO","medium_airport","Oki Global Geopark Airport","AS","JP","JP-32","Okinoshima","OKI"
"299238","rjns","medium_airport","Mount Fuji Shizuoka Airport","AS","JP","JP-22","Makinohara / Shimada","FSZ"
"5587","RJNT","medium_airport","Toyama Airport","AS","JP","JP-16","Toyama","TOY"
"5588","RJNW","medium_airport","Noto Satoyama Airport","AS","JP","JP-17","Wajima","NTQ"
"5590","RJOA","medium_airport","Hiroshima Airport","AS","JP","JP-34","Hiroshima","HIJ"
"5591","RJOB","medium_airport","Okayama Momotaro Airport","AS","JP","JP-33","Okayama","OKJ"
"5592","RJOC","medium_airport","Izumo Enmusubi Airport","AS","JP","JP-32","Izumo","IZO"
"5594","RJOH","medium_airport","Yonago Kitaro Airport / JASDF Miho Air Base","AS","JP","JP-31","Yonago","YGJ"
"5595","RJOI","medium_airport","Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni","AS","JP","JP-35","Iwakuni","IWK"
"5596","RJOK","medium_airport","Kochi Ryoma Airport","AS","JP","JP-39","Nankoku","KCZ"
"5597","RJOM","medium_airport","Matsuyama Airport","AS","JP","JP-38","Matsuyama","MYJ"
"5598","RJOO","large_airport","Osaka International Airport","AS","JP","JP-27","Osaka","ITM"
"5599","RJOR","medium_airport","Tottori Sand Dunes Conan Airport","AS","JP","JP-31","Tottori","TTJ"
"5600","RJOS","medium_airport","Tokushima Awaodori Airport / JMSDF Tokushima Air Base","AS","JP","JP-36","Tokushima","TKS"
"5601","RJOT","medium_airport","Takamatsu Airport","AS","JP","JP-37","Takamatsu","TAK"
"5602","RJOW","medium_airport","Iwami Airport","AS","JP","JP-32","Masuda","IWJ"
"5605","RJSA","medium_airport","Aomori Airport","AS","JP","JP-02","Aomori","AOJ"
"5606","RJSC","medium_airport","Yamagata Airport","AS","JP","JP-06","Higashine","GAJ"
"5607","RJSD","medium_airport","Sado Airport","AS","JP","JP-15","Sado","SDS"
"5608","RJSF","medium_airport","Fukushima Airport","AS","JP","JP-07","Sukagawa","FKS"
"5610","RJSI","medium_airport","Iwate Hanamaki Airport","AS","JP","JP-03","Hanamaki","HNA"
"5611","RJSK","medium_airport","Akita Airport","AS","JP","JP-05","Akita","AXT"
"5612","RJSM","medium_airport","Misawa Air Base / Misawa Airport","AS","JP","JP-02","Misawa","MSJ"
"5613","RJSN","medium_airport","Niigata Airport","AS","JP","JP-15","Niigata","KIJ"
"5614","RJSR","medium_airport","Odate Noshiro Airport","AS","JP","JP-05","Kitaakita","ONJ"
"5615","RJSS","large_airport","Sendai Airport","AS","JP","JP-04","Natori","SDJ"
"5617","RJSY","medium_airport","Shonai Airport","AS","JP","JP-06","Shonai","SYO"
"5620","RJTH","medium_airport","Hachijojima Airport","AS","JP","JP-13","Hachijojima","HAC"
"5624","RJTO","medium_airport","Oshima Airport","AS","JP","JP-13","Izu Oshima","OIM"
"5625","RJTQ","medium_airport","Miyakejima Airport","AS","JP","JP-13","Miyakejima","MYE"
"5627","RJTT","large_airport","Tokyo Haneda International Airport","AS","JP","JP-13","Tokyo","HND"
"302303","RKJB","large_airport","Muan International Airport","AS","KR","KR-46","Piseo-ri (Muan)","MWX"
"5630","RKJJ","medium_airport","Gwangju Airport","AS","KR","KR-29","Gwangju","KWJ"
"5631","RKJK","medium_airport","Kunsan Air Base","AS","KR","KR-45","Kunsan","KUV"
"5634","RKJY","medium_airport","Yeosu Airport","AS","KR","KR-46","Yeosu","RSU"
"5637","RKNW","medium_airport","Wonju Airport / Hoengseong Air Base (K-38/K-46)","AS","KR","KR-42","Wonju","WJU"
"5638","RKNY","medium_airport","Yangyang International Airport","AS","KR","KR-42","Gonghang-ro","YNY"
"5639","RKPC","large_airport","Jeju International Airport","AS","KR","KR-49","Jeju City","CJU"
"5642","RKPK","large_airport","Gimhae International Airport","AS","KR","KR-26","Busan","PUS"
"5643","RKPS","medium_airport","Sacheon Airport / Sacheon Air Base","AS","KR","KR-48","Sacheon","HIN"
"5644","RKPU","medium_airport","Ulsan Airport","AS","KR","KR-31","Ulsan","USN"
"5653","RKSI","large_airport","Incheon International Airport","AS","KR","KR-28","Seoul","ICN"
"5656","RKSS","large_airport","Gimpo International Airport","AS","KR","KR-11","Seoul","GMP"
"5659","RKTH","medium_airport","Pohang Airport (G-815/K-3)","AS","KR","KR-47","Pohang","KPO"
"5661","RKTN","medium_airport","Daegu Airport","AS","KR","KR-27","Daegu","TAE"
"5663","RKTU","medium_airport","Cheongju International Airport/Cheongju Air Base (K-59/G-513)","AS","KR","KR-43","Cheongju","CJJ"
"24363","RMP","small_airport","Rampart Airport","NA","US","US-AK","Rampart","RMP"
"308134","RMU","medium_airport","Región de Murcia International Airport","EU","ES","ES-MU","Corvera","RMU"
"5671","ROAH","large_airport","Naha Airport / JASDF Naha Air Base","AS","JP","JP-47","Naha","OKA"
"5675","ROKJ","medium_airport","Kumejima Airport","AS","JP","JP-47","Kumejima","UEO"
"5676","ROMD","medium_airport","Minamidaito Airport","AS","JP","JP-47","Minamidaito","MMD"
"5677","ROMY","medium_airport","Miyako Airport","AS","JP","JP-47","Miyako City","MMY"
"30621","RORA","small_airport","Aguni Airport","AS","JP","JP-47","Aguni","AGJ"
"5679","RORK","medium_airport","Kitadaito Airport","AS","JP","JP-47","Kitadaitōjima","KTD"
"5681","RORT","medium_airport","Tarama Airport","AS","JP","JP-47","Tarama","TRA"
"5682","RORY","medium_airport","Yoron Airport","AS","JP","JP-46","Yoron","RNJ"
"5684","ROYN","medium_airport","Yonaguni Airport","AS","JP","JP-47","Yonaguni","OGN"
"5686","RPLB","medium_airport","Subic Bay International Airport / Naval Air Station Cubi Point","AS","PH","PH-ZMB","Olongapo","SFS"
"5687","RPLC","medium_airport","Clark International Airport / Clark Air Base","AS","PH","PH-PAM","Mabalacat","CRK"
"5688","RPLI","medium_airport","Laoag International Airport","AS","PH","PH-ILN","Laoag City","LAO"
"5689","RPLL","large_airport","Ninoy Aquino International Airport","AS","PH","PH-00","Manila","MNL"
"30869","RPLO","small_airport","Cuyo Airport","AS","PH","PH-PLW","Cuyo","CYU"
"5696","RPMC","medium_airport","Awang Airport","AS","PH","PH-MDN","Datu Odin Sinsuat","CBO"
"5697","RPMD","large_airport","Francisco Bangoy International Airport","AS","PH","PH-DAS","Davao","DVO"
"5698","RPME","medium_airport","Bancasi Airport","AS","PH","PH-AGN","Butuan","BXU"
"5700","RPMG","medium_airport","Dipolog Airport","AS","PH","PH-ZAN","Dipolog City","DPL"
"5701","RPMH","medium_airport","Camiguin Airport","AS","PH","PH-CAM","Mambajao","CGM"
"5703","RPMJ","medium_airport","Jolo Airport","AS","PH","PH-SLU","-","JOL"
"5705","RPMN","medium_airport","Sanga Sanga Airport","AS","PH","PH-TAW","-","TWT"
"5707","RPMP","medium_airport","Pagadian Airport","AS","PH","PH-ZAS","Pagadian City","PAG"
"5709","RPMR","medium_airport","General Santos International Airport","AS","PH","PH-SCO","General Santos","GES"
"5710","RPMS","medium_airport","Surigao Airport","AS","PH","PH-SUN","Surigao City","SUG"
"5711","RPMW","medium_airport","Tandag Airport","AS","PH","PH-SUR","Tandag","TDG"
"5712","RPMZ","medium_airport","Zamboanga International Airport","AS","PH","PH-ZAS","Zamboanga City","ZAM"
"5713","RPNS","small_airport","Siargao Airport","AS","PH","PH-SUN","Del Carmen","IAO"
"308149","RPSD","small_airport","Cesar Lim Rodriguez (Taytay-Sandoval) Airport","AS","PH","PH-PLW","Taytay","RZP"
